HMtrue,0
c2300,Odin,1005480,MAS,
c2431,deadeye,1007515,MAS,
c2582,Ultimate Force,1008914,EXP,
c389,Name of oath,1009037,MAS,
c2206,HERA,1007210,MAS,
c697,folern,1008595,MAS,
c538,AMAZING MIGHTYYYY!!!!,1007049,MAS,
c993,B100d Hunter,1008446,MAS,
c806,水晶世界 ～Fracture～,1007293,MAS,
c749,Fracture Ray,1007460,MAS,
c2182,初音天地開闢神話,1008109,MAS,
c776,8-EM,1007055,MAS,
c830,Surrogate Life,1006196,MAS,
c2230,#SUP3RORBITAL,1006273,MAS,
c2440,Superbia,1007708,MAS,
c2168,J219,1007917,MAS,
c2093,《偏愛》 ～ Shattered Memories,1008187,MAS,FC
c670,GERBERA,1007967,MAS,
c559,otorii INNOVATED -[i]3-,1003834,MAS,
c2320,エータ・ベータ・イータ,1007180,MAS,
c2427,うたかたのせかいで,1007866,MAS,
c823,Opfer,1006634,MAS,
c1100,TECHNOPOLIS 2085,1007895,MAS,
c118,腐れ外道とチョコレゐト,1006010,ULT,
c819,最終鬼畜妹フランドール・S,1007850,ULT,
