koko,0
c2340,To：Be Continued,1007541,MAS,
c2240,MALKUTH -The Last Ruler of Terrestrials-,1007108,MAS,
c2531,Big Bang,1008872,MAS,
c2538,Longinus,1009720,MAS,
c2338,Disruptor Array,1008036,MAS,
c393,Dengeki Tube,1008572,MAS,
c386,神威,1008640,MAS,
c428,Aleph-0,1007221,ULT,
c2582,Ultimate Force,1006501,MAS,
c2442,βlαnoir,1008049,MAS,
